file,DertResNet50,YOLOv8,insightface,SAHI_YOLOv8,YOLOv8x_BB158_500_t16_b
2022-10-07_18-04-49.jpg,11.000,11.000,11.000,11.000,11.000
2022-10-07_18-24-13.jpg,3.000,3.000,3.000,3.000,3.000
2022-10-10_08-30-15.jpg,8.000,8.000,8.000,8.000,8.000
2022-10-14_15-40-16.jpg,5.000,5.000,5.000,5.000,5.000
2022-10-14_18-20-15.jpg,14.000,14.000,14.000,14.000,14.000
2022-10-21_10-00-16.jpg,4.000,4.000,4.000,4.000,4.000
2022-10-23_10-50-16.jpg,10.000,10.000,10.000,10.000,10.000
2022-10-24_17-30-16.jpg,8.000,8.000,8.000,8.000,8.000
2022-10-25_18-13-51.jpg,3.000,3.000,3.000,3.000,3.000
2022-10-25_18-33-52.jpg,3.000,3.000,3.000,3.000,3.000
